Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.21,0,0.4338907500103616061161990332,0.433890750010362,0.428069399247793,0.433890750010362,0.428069399247793,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,12401400
0.22,0,0.4340026134733603725767467630,0.43400261347336,0.428181262710792,0.43400261347336,0.428181262710792,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,12991950
0.23,0,0.4340499419993906494379078471,0.434049941999391,0.428228591236822,0.434049941999391,0.428228591236822,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,13582490
0.24,0,0.4340462357252054780661029443,0.434046235725205,0.428224884962637,0.434046235725205,0.428224884962637,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,14173030
0.25,0,0.4340025253986400566813350794,0.43400252539864,0.428181174636072,0.43400252539864,0.428181174636072,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,14763580
0.26,0,0.4340572640137888862129456604,0.434057264013789,0.42823591325122,0.434057264013789,0.42823591325122,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,15354120
0.27,0,0.4340913946967866899724381002,0.434091394696787,0.428270043934218,0.434091394696787,0.428270043934218,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,15944660
0.28,0,0.4341107680380122723849707587,0.434110768038012,0.428289417275444,0.434110768038012,0.428289417275444,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,16535210
0.29,0,0.4341203167556523551282049675,0.434120316755652,0.428298965993084,0.434120316755652,0.428298965993084,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,17125750
0.30,0,0.4341241897411721287928516265,0.434124189741172,0.428302838978604,0.434124189741172,0.428302838978604,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,17716290
0.31,0,0.4341259507352991603120380715,0.434125950735299,0.428304599972731,0.434125950735299,0.428304599972731,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,18306840
0.32,0,0.4341286185693546502775823200,0.434128618569355,0.428307267806786,0.434128618569355,0.428307267806786,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,18897380
0.33,0,0.4341348597441817771739470101,0.434134859744182,0.428313508981613,0.434134859744182,0.428313508981613,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,19487920
0.34,0,0.4341469220149039232228885823,0.434146922014904,0.428325571252335,0.434146922014904,0.428325571252335,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,20078460
0.35,0,0.4341668398278489899436646111,0.434166839827849,0.42834548906528,0.434166839827849,0.42834548906528,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,20669010
0.36,0,0.4341964173547668539311449385,0.434196417354767,0.428375066592198,0.434196417354767,0.428375066592198,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,21259550
0.37,0,0.4342372149613197796066544751,0.43423721496132,0.428415864198751,0.43423721496132,0.428415864198751,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,21850090
0.38,0,0.4342907054332964554028957783,0.434290705433296,0.428469354670728,0.434290705433296,0.428469354670728,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,22440640
0.39,0,0.4343581912539120800512816996,0.434358191253912,0.428536840491344,0.434358191253912,0.428536840491344,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,23031180
0.40,0,0.4344409377904062377010576898,0.434440937790406,0.428619587027838,0.434440937790406,0.428619587027838,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,23621720
0.41,0,0.4345400531033316595703883367,0.434540053103332,0.428718702340763,0.434540053103332,0.428718702340763,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,24212270
0.42,0,0.4346566680432989082232556899,0.434656668043299,0.42883531728073,0.434656668043299,0.42883531728073,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,24802810
0.43,0,0.4347918403629244132957749769,0.434791840362924,0.428970489600356,0.434791840362924,0.428970489600356,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,25393350
0.44,0,0.4349465584217115993966201359,0.434946558421712,0.429125207659143,0.434946558421712,0.429125207659143,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,25983900
0.45,0,0.4351218433795981146931621808,0.435121843379598,0.42930049261703,0.435121843379598,0.42930049261703,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,26574440
0.46,0,0.4353187480802306701593307281,0.435318748080231,0.429497397317662,0.435318748080231,0.429497397317662,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,27164980
0.47,0,0.4355382219539699280295102813,0.43553822195397,0.429716871191401,0.43553822195397,0.429716871191401,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,27755520
0.48,0,0.4357813515519901337012404637,0.43578135155199,0.429960000789422,0.43578135155199,0.429960000789422,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,28346070
0.49,0,0.4360491866062338834996134569,0.436049186606234,0.430227835843665,0.436049186606234,0.430227835843665,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,28936610
0.50,0,0.4363428206665287566694914568,0.436342820666529,0.43052146990396,0.436342820666529,0.43052146990396,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,29527150
0.51,0,0.4366633815738174770865615371,0.436663381573818,0.430842030811249,0.436663381573818,0.430842030811249,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,30117700
0.52,0,0.4370121432804738409829569833,0.437012143280474,0.431190792517905,0.437012143280474,0.431190792517905,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,30708240
0.53,0,0.4373903141794810815904319042,0.437390314179481,0.431568963416913,0.437390314179481,0.431568963416913,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,31298780
0.54,0,0.4377992998175780973702125260,0.437799299817578,0.43197794905501,0.437799299817578,0.43197794905501,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,31889330
0.55,0,0.4382405247619803183322158382,0.43824052476198,0.432419173999412,0.43824052476198,0.432419173999412,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,32479870
0.56,0,0.4387155214622335704543352268,0.438715521462234,0.432894170699665,0.438715521462234,0.432894170699665,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,33070410
0.57,0,0.4392259900421150604997388290,0.439225990042115,0.433404639279546,0.439225990042115,0.433404639279546,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,33660960
0.58,0,0.4397736819268844194714003559,0.439773681926884,0.433952331164316,0.439773681926884,0.433952331164316,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,34251500
0.59,0,0.4403606179708429473355901983,0.440360617970843,0.434421152845398,0.440360617970843,0.434421152845398,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,34842040
0.60,0,0.4409888218564313851512778796,0.440988821856431,0.434931242368109,0.440988821856431,0.434931242368109,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,35432590
0.61,0,0.4419208677455000436582435381,0.4419208677455,0.435745173894301,0.4419208677455,0.435745173894301,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,36023130
0.62,0,0.4428898006986856037673314202,0.442889800698686,0.43659599248461,0.442889800698686,0.43659599248461,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,36613670
0.63,0,0.4439076039211316442600966173,0.443907603921132,0.43749568134418,0.443907603921132,0.43749568134418,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,37204210
0.64,0,0.4449773120224366104609873693,0.444977312022437,0.438447275082608,0.444977312022437,0.438447275082608,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,37794760
0.65,0,0.4461022006423627596901100837,0.446102200642363,0.439454049339658,0.446102200642363,0.439454049339658,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,38385300
0.66,0,0.4472859459356871505375312710,0.447285945935687,0.440519680270105,0.447285945935687,0.440519680270105,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,38975840
0.67,0,0.4485324608166725203361416699,0.448532460816672,0.441648080788214,0.448532460816672,0.441648080788214,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,39566390
0.68,0,0.4498462374420913891669669004,0.449846237442091,0.442843743050756,0.449846237442091,0.442843743050756,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,40156930
0.69,0,0.4512324051921869282756887647,0.451232405192187,0.444111796437975,0.451232405192187,0.444111796437975,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,40747470
0.70,0,0.4526963787246450120671333454,0.452696378724645,0.445457655607557,0.452696378724645,0.445457655607557,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,41338020
0.71,0,0.4523861197185006022980313753,0.452386119718501,0.445029282238535,0.452386119718501,0.445029282238535,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,41928560
0.72,0,0.4519649794171537977752500174,0.451964979417154,0.444490027574312,0.451964979417154,0.444490027574312,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,42519100
0.73,0,0.4515468531324118684850040656,0.451546853132412,0.443953786926693,0.451546853132412,0.443953786926693,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,43109640
0.74,0,0.4511319050608812331479926388,0.451131905060881,0.443420724492286,0.451131905060881,0.443420724492286,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,43700190
0.75,0,0.4507198985341780689577782566,0.450719898534178,0.442890603602706,0.450719898534178,0.442890603602706,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,44290730
0.76,0,0.4503109180611711527235988344,0.450310918061171,0.442363508766823,0.450310918061171,0.442363508766823,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,44881270
0.77,0,0.4499047445028200037792859555,0.44990474450282,0.441839220845595,0.44990474450282,0.441839220845595,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,45471820
0.78,0,0.4495014108790722708084573962,0.449501410879072,0.44131777285897,0.449501410879072,0.44131777285897,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,46062360
0.79,0,0.4491009621647578740416779635,0.449100962164758,0.44079920978178,0.449100962164758,0.44079920978178,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,46652900
0.80,0,0.4487031707920480777871815280,0.448703170792048,0.440283304046193,0.448703170792048,0.440283304046193,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,47243450
0.81,0,0.4528436372877060140312912203,0.452843637287706,0.444305656178974,0.452843637287706,0.444305656178974,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,47833990
0.82,0,0.4569866422790044939763494735,0.456986642279005,0.448330546807396,0.456986642279005,0.448330546807396,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,48424530
0.83,0,0.4611322023734098387653342936,0.46113220237341,0.452357992538925,0.46113220237341,0.452357992538925,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,49015080
0.84,0,0.4652802973477792965229161671,0.465280297347779,0.456387973150418,0.465280297347779,0.456387973150418,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,49605620
0.85,0,0.4694308735996545587849217823,0.469430873599655,0.460420435039416,0.469430873599655,0.460420435039416,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,50196160
0.86,0,0.4735839083046439634180716136,0.473583908304644,0.464455355381529,0.473583908304644,0.464455355381529,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,50786700
0.87,0,0.4777392638319503391831382156,0.47773926383195,0.468492596545959,0.47773926383195,0.468492596545959,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,51377250
0.88,0,0.4818970006104034493844474433,0.481897000610404,0.472532218961535,0.481897000610404,0.472532218961535,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,51967790
0.89,0,0.4860571095875555907742719897,0.486057109587556,0.476574213575811,0.486057109587556,0.476574213575811,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,52558330
0.90,0,0.4902193755499654549561717489,0.490219375549966,0.480618365175344,0.490219375549966,0.480618365175344,0,0,0,0,6.95490328376522,66.939159169826175945936148651,66.939159169826175945936148651,53148880
0.91,0,0.493552867303705,0.493552867303706,0.483886570058536,0.493552867303706,0.483886570058536,0,0,0,0,7.17112416830931,67.2245258400164,67.0162047889404,53739420
0.92,0,0.503553342564924,0.503553342564925,0.493691184708113,0.503553342564925,0.493691184708113,0,0,0,0,7.3873450528534,67.5098925102065,67.0932504080547,54329960
0.93,0,0.518473759406414,0.518473759406415,0.508195608673934,0.518473759406415,0.508195608673934,0,0,0,0,7.60356593739749,67.7952591803967,67.170296027169,54920510
0.94,0,0.533313880197564,0.533313880197565,0.522497534631209,0.533313880197565,0.522497534631209,0,0,0,0,7.81978682194158,68.0806258505869,67.2473416462833,55511050
0.95,0,0.548154000988714,0.548154000988715,0.536799460588484,0.548154000988715,0.536799460588484,0,0,0,0,8.03600770648566,68.365992520777,67.3243872653976,56101590
0.96,0,0.562994121779864,0.562994121779865,0.55110138654576,0.562994121779865,0.55110138654576,0,0,0,0,8.25222859102976,68.6513591909672,67.4014328845119,56692140
0.97,0,0.577834242571014,0.577834242571015,0.565403312503035,0.577834242571015,0.565403312503035,0,0,0,0,8.46844947557384,68.9367258611574,67.4784785036262,57282680
0.98,0,0.592674363362165,0.592674363362165,0.57970523846031,0.592674363362165,0.57970523846031,0,0,0,0,8.68467036011794,69.2220925313476,67.5555241227404,57873220
0.99,0,0.607514484153315,0.607514484153316,0.594007164417586,0.607514484153316,0.594007164417586,0,0,0,0,8.90089124466202,69.5074592015377,67.6325697418547,58463760
1.00,0,0.622354604944465,0.622354604944466,0.608309090374861,0.622354604944466,0.608309090374861,0,0,0,0,9.11711212920611,69.7928258717279,67.709615360969,59054310
1.01,0,0.637194725735615,0.637194725735616,0.622611016332136,0.637194725735616,0.622611016332136,0,0,0,0,9.3333330137502,70.0781925419181,67.7866609800833,59644850
1.02,0,0.652034846526765,0.652034846526766,0.636912942289412,0.652034846526766,0.636912942289412,0,0,0,0,9.54955389829429,70.3635592121083,67.8637065991976,60235390
1.03,0,0.666874967317915,0.666874967317916,0.651214868246687,0.666874967317916,0.651214868246687,0,0,0,0,9.76577478283838,70.6489258822984,67.9407522183119,60825940
1.04,0,0.681715088109066,0.681715088109066,0.665516794203963,0.681715088109066,0.665516794203963,0,0,0,0,9.98199566738247,70.9342925524886,68.0177978374262,61416480
1.05,0,0.6965552089002157277187000755,0.696555208900216,0.679818720161238,0.696555208900216,0.679818720161238,0,0,0,0,10.198216551926560918756009472,71.219659222678800607632717139,68.094843456540449075349839931,62007020
1.06,0,0.6946104309365934060572013465,0.694610430936594,0.677944941617601,0.694610430936594,0.677944941617601,0,0,0,0,10.253018781643260918756009473,71.234969116865750272131061029,68.124371178659067077398392466,62597560
1.07,0,0.6926877579544131380076313396,0.692687757954413,0.676093268055405,0.692687757954413,0.676093268055405,0,0,0,0,10.303508139609350918756009473,71.251059609177085640540907141,68.153106120606423889594095951,63188110
1.08,0,0.6907978623213421583733151309,0.690797862321342,0.674274371842319,0.690797862321342,0.674274371842319,0,0,0,0,10.350601804376670918756009472,71.26777965339163802064031637,68.181233877225838891959670574,63778660
1.09,0,0.6889583742372870260787438369,0.688958374237287,0.672505883178249,0.688958374237287,0.672505883178249,0,0,0,0,10.394934593138590918756009473,71.285035264667881415108464951,68.208891368237826868630419818,64369200
1.10,0,0.6871570272385969178223771002,0.687157027238597,0.670775535599544,0.687157027238597,0.670775535599544,0,0,0,0,10.436967910274510918756009473,71.302740927228457677686209842,68.236163358477847176732695273,64959740
1.11,0,0.6853902445423775565130922520,0.685390244542378,0.669079752323309,0.685390244542378,0.669079752323309,0,0,0,0,10.477048598117530918756009473,71.320838905660640757436754885,68.263118865904828197406025258,65550280
1.12,0,0.6836562990257988327168646179,0.683656299025799,0.667416806226715,0.683656299025799,0.667416806226715,0,0,0,0,10.515446009839990918756009473,71.339303962600560459367519829,68.289827800157968410946911531,66140820
1.13,0,0.6819539372258921522371630604,0.681953937225892,0.665785443846793,0.681953937225892,0.665785443846793,0,0,0,0,10.552372860713660918756009472,71.358085360586410212720246206,68.316319384705752264762757358,66731370
1.14,0,0.6802824459781205796057429024,0.680282445978121,0.664184952019006,0.680282445978121,0.664184952019006,0,0,0,0,10.588001934323410918756009473,71.377170933436854108764305513,68.342641682453958000473572498,67321910
1.15,0,0.6786410781911763142424097715,0.678641078191176,0.662614583652047,0.678641078191176,0.662614583652047,0,0,0,0,10.622474744653810918756009473,71.39653808639882944316801847,68.368823390304021962704712548,67912460
1.16,0,0.6761378408591494888460192315,0.67613784085915,0.660182345740005,0.67613784085915,0.660182345740005,0,0,0,0,10.655909268513820918756009472,71.416157304067098465820984299,68.394879367237594946571732124,68502990
1.17,0,0.6736348996544661805744814791,0.673634899654466,0.657750403955307,0.673634899654466,0.657750403955307,0,0,0,0,10.688405229351540918756009473,71.436030341974272795601414601,68.420844648886567959725356667,69093540
1.18,0,0.6711646995666654438028058084,0.671164699566666,0.655351203287491,0.671164699566666,0.655351203287491,0,0,0,0,10.720047600366400918756009472,71.45613289013894469017340181,68.446727285785311965651195537,69684080
1.19,0,0.6687269217887960414582179979,0.668726921788796,0.652984424929606,0.668726921788796,0.652984424929606,0,0,0,0,10.736307538753450918756009473,71.44358988561390665251989556,68.440685647189229832358793043,70274630
1.20,0,0.6663212850369077381137947405,0.666321285036908,0.650603637977972,0.666321285036908,0.650603637977972,0,0,0,0,10.723006645162850918756009472,71.366200782013585251944358171,68.371578891166307777965451907,70865180
1.21,0,0.6639474497942545688873868324,0.663947449794255,0.648229802735319,0.663947449794255,0.648229802735319,0,0,0,0,10.709859525627760918756009472,71.290684832991134345880950637,68.304117757506479046869964737,71455710
1.22,0,0.6616052762257842464362558444,0.661605276225784,0.645887629166849,0.661605276225784,0.645887629166849,0,0,0,0,10.696851411799320918756009473,71.216895093063464786924224631,68.238172856683907274576628567,72046260
1.23,0,0.6592944398394525982106584109,0.659294439839453,0.643576792780517,0.659294439839453,0.643576792780517,0,0,0,0,10.683970454967430918756009473,71.144726859300676707079527902,68.173651421975100482686231787,72636800
1.24,0,0.6570149863270548694553551417,0.657014986327055,0.64129733926812,0.657014986327055,0.64129733926812,0,0,0,0,10.671204987039070918756009473,71.074056213834781431675852223,68.110444624115480151227615427,73227340
1.25,0,0.6547665045566193112923222651,0.654766504556619,0.639048857497684,0.654766504556619,0.639048857497684,0,0,0,0,10.658545436103940918756009472,71.004797292919518843344582719,68.048476447065636426699140125,73817890
1.26,0,0.6525488291343310281936111122,0.652548829134331,0.636831182075396,0.652548829134331,0.636831182075396,0,0,0,0,10.645983363130690918756009473,70.936873679654053535988369621,67.987679243073210947430824886,74408420
1.27,0,0.6503617987261736558421493674,0.650361798726174,0.634644151667238,0.650361798726174,0.634644151667238,0,0,0,0,10.633510054713210918756009472,70.870193520335619546710654958,67.927972340429735025821930879,74998970
1.28,0,0.6482052657601118527591222898,0.648205265760112,0.632487618701176,0.648205265760112,0.632487618701176,0,0,0,0,10.621118576484130918756009472,70.804689567326358671470979987,67.869296394382834827050673846,75589510
1.29,0,0.6460791820238104824705220734,0.64607918202381,0.630361534964875,0.64607918202381,0.630361534964875,0,0,0,0,10.608801876289430918756009473,70.740308804164860351804398082,67.811604088877315777886020328,76180060
1.30,0,0.6439832200013517875588698804,0.643983220001352,0.628265572942416,0.643983220001352,0.628265572942416,0,0,0,0,10.596554126650640918756009472,70.676996021630375277652967973,67.754846647584451692548006901,76770600
1.31,0,0.6419174274072474240424008192,0.641917427407247,0.626199780348312,0.641917427407247,0.626199780348312,0,0,0,0,10.584370327291570918756009472,70.614680855641677959350505773,67.698962798964696027206673435,77361140
1.32,0,0.6398814973503786362193784517,0.639881497350379,0.624163850291443,0.639881497350379,0.624163850291443,0,0,0,0,10.572244663158590918756009473,70.553331717776345378481043287,67.643923779773868865305536788,77951690
1.33,0,0.6378753979497321104855284528,0.637875397949732,0.622157750890797,0.637875397949732,0.622157750890797,0,0,0,0,10.560172987951270918756009472,70.492887463612978423592104876,67.589676417009690452038988692,78542230
1.34,0,0.6358988080721019396639797107,0.635898808072102,0.620181161013167,0.635898808072102,0.620181161013167,0,0,0,0,10.548151026446980918756009473,70.433325260589251147818121205,67.53619982126218356641558845,79132780
1.35,0,0.6339519240673675357206913524,0.633951924067368,0.618234277008432,0.633951924067368,0.618234277008432,0,0,0,0,10.536174740335100918756009472,70.374598011269562740694121798,67.483452756796627680080012779,79723320
1.36,0,0.6320344359280332938132927290,0.632034435928033,0.616316788869098,0.632034435928033,0.616316788869098,0,0,0,0,10.524240087076260918756009473,70.316673399613599408914661764,67.43140647016064932552690531,80313860
1.37,0,0.6301462304716920492905802429,0.630146230471692,0.614428583412757,0.630146230471692,0.614428583412757,0,0,0,0,10.512344393753170918756009473,70.259518693958870144833414791,67.380032260967071704784664047,80904400
1.38,0,0.6282872277527071091222396737,0.628287227752707,0.612569580693772,0.628287227752707,0.612569580693772,0,0,0,0,10.500483700960470918756009472,70.203091917400379457393051611,67.329293322737265949824942477,81494940
1.39,0,0.6264574177012487536643825737,0.626457417701249,0.610739770642314,0.626457417701249,0.610739770642314,0,0,0,0,10.488655530110450918756009473,70.147385854564961898372379546,67.27918253553349197592069276,82085490
1.40,0,0.6246565526730655791826179600,0.624656552673066,0.60893890561413,0.624656552673066,0.60893890561413,0,0,0,0,10.476857360942840918756009472,70.092365856149249726860067975,67.229669698062797298616611531,82676030
1.41,0,0.6228845181865162791388748438,0.622884518186516,0.607166871127581,0.622884518186516,0.607166871127581,0,0,0,0,10.465085955410470918756009472,70.037995682106297597957184137,67.180723102153090094502744325,83266570
1.42,0,0.6211412655755900369682853956,0.62114126557559,0.605423618516655,0.62114126557559,0.605423618516655,0,0,0,0,10.453339275991570918756009472,69.984267265444031991773106857,67.132335084810488385000047465,83857110
1.43,0,0.6194267856298671938796905652,0.619426785629867,0.603709138570932,0.619426785629867,0.603709138570932,0,0,0,0,10.441615410512930918756009472,69.931157575052947610052316539,67.084485444599795805097692652,84447660
1.44,0,0.6177408877014022693362686934,0.617740887701402,0.602023240642467,0.617740887701402,0.602023240642467,0,0,0,0,10.425966886223094788811520477,69.878642653767352392286910101,67.042817549399931501461186773,85038210
1.45,0,0.6160835133452445672661491722,0.616083513345245,0.600365866286309,0.616083513345245,0.600365866286309,0,0,0,0,10.408156621708909137131146297,69.826697553723281602125572862,67.004755890628056664537191038,85628750
